J	Shirowzhan, S; Lim, S; Trinder, J				Shirowzhan, Sara; Lim, Samsung; Trinder, John			Enhanced Autocorrelation-Based Algorithms for Filtering Airborne Lidar Data over Urban Areas	JOURNAL OF SURVEYING ENGINEERING																	SHIROWZHAN, Sara/L-1917-2019	SHIROWZHAN, Sara/0000-0003-1511-3617; Trinder, John/0000-0003-0165-5685; Lim, Samsung/0000-0001-9838-8960												0733-9453	1943-5428				MAY	2016	142	2							UNSP 04015008	10.1061/(ASCE)SU.1943-5428.0000149								WOS:000374874400002						
J	Kim, SY; Tuan, KN; Luu, VT				Kim, Soo-Yong; Kiet Nguyen Tuan; Van Truong Luu			Delay Factor Analysis for Hospital Projects in Vietnam	KSCE JOURNAL OF CIVIL ENGINEERING																	, Van/R-9250-2019													1226-7988	1976-3808				MAR	2016	20	2					519	529		10.1007/s12205-015-0316-1								WOS:000372243800002						
J	Larsen, JK; Shen, GQ; Lindhard, SM; Brunoe, TD				Larsen, Jesper Kranker; Shen, Geoffrey Qiping; Lindhard, Soren Munch; Brunoe, Thomas Ditlev			Factors Affecting Schedule Delay, Cost Overrun, and Quality Level in Public Construction Projects	JOURNAL OF MANAGEMENT IN ENGINEERING																	Lindhard, Søren/AAE-7125-2019; Shen, Geoffrey Qiping/A-1250-2014	Lindhard, Søren/0000-0001-8959-1262; Shen, Geoffrey Qiping/0000-0002-3111-2019												0742-597X	1943-5479				JAN	2016	32	1							04015032	10.1061/(ASCE)ME.1943-5479.0000391								WOS:000366650000020						
J	Kim, H; Lee, HS; Park, M; Ahn, CR; Hwang, S				Kim, Hyunsoo; Lee, Hyun-Soo; Park, Moonseo; Ahn, Changbum R.; Hwang, Sungjoo			Productivity Forecasting of Newly Added Workers Based on Time-Series Analysis and Site Learning	JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT																	Ahn, Changbum R/R-6837-2017; Ahn, Changbum Ryan/AAG-6251-2019	Ahn, Changbum R/0000-0002-6733-2216; Ahn, Changbum Ryan/0000-0002-6733-2216; Hwang, Sungjoo/0000-0001-5387-6274												0733-9364	1943-7862				SEP	2015	141	9							05015008	10.1061/(ASCE)CO.1943-7862.0001002								WOS:000359937000007						
J	Gunduz, M; Nielsen, Y; Ozdemir, M				Gunduz, Murat; Nielsen, Yasemin; Ozdemir, Mustafa			Fuzzy Assessment Model to Estimate the Probability of Delay in Turkish Construction Projects	JOURNAL OF MANAGEMENT IN ENGINEERING																	Gunduz, Murat/Q-6093-2019	Gunduz, Murat/0000-0003-2602-3318												0742-597X	1943-5479				JUL	2015	31	4							04014055	10.1061/(ASCE)ME.1943-5479.0000261								WOS:000356240300007						
J	Ruqaishi, M; Bashir, HA				Ruqaishi, Mohammed; Bashir, Hamdi A.			Causes of Delay in Construction Projects in the Oil and Gas Industry in the Gulf Cooperation Council Countries: A Case Study	JOURNAL OF MANAGEMENT IN ENGINEERING																	Bashir, Hamdi/AAZ-3994-2020													0742-597X	1943-5479				MAY	2015	31	3							05014017	10.1061/(ASCE)ME.1943-5479.0000248								WOS:000354095600006						
C	Dziadosz, A; Rejment, M		Kaplinski, O; Paslawski, J; Zavadskas, EK; Gajzler, M		Dziadosz, Agnieszka; Rejment, Mariusz			Risk analysis in construction project - chosen methods.	INNOVATIVE SOLUTIONS IN CONSTRUCTION ENGINEERING AND MANAGEMENT: FLEXIBLE APPROACH	Procedia Engineering				15th German-Lithuanian-Polish Colloquium / Meeting of EURO-Working-Group on Operational Research in Sustainable Development and Civil Engineering	JUN 19-21, 2015	Poznan, POLAND	EURO Working Grp									Dziadosz, Agnieszka/B-5691-2015	Dziadosz, Agnieszka/0000-0002-2258-4057												1877-7058						2015	122						258	265		10.1016/j.proeng.2015.10.034								WOS:000378937400034						
J	Ballesteros-Perez, P; del Campo-Hitschfeld, ML; Gonzalez-Naranjo, MA; Gonzalez-Cruz, MC				Ballesteros-Perez, Pablo; Luisa del Campo-Hitschfeld, Maria; Alejandro Gonzalez-Naranjo, Manuel; Carmen Gonzalez-Cruz, Mari			Climate and construction delays: case study in Chile	ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT																	González-Cruz, M. Carmen/V-3242-2017; Ballesteros-Pérez, Pablo/AAA-2498-2022; Ballesteros-Pérez, Pablo/I-6002-2015	González-Cruz, M. Carmen/0000-0002-6987-5732; Ballesteros-Pérez, Pablo/0000-0002-4629-9664; Ballesteros-Pérez, Pablo/0000-0002-4629-9664												0969-9988	1365-232X					2015	22	6					596	621		10.1108/ECAM-02-2015-0024								WOS:000369434200002						
J	Amoatey, CT; Ameyaw, YA; Adaku, E; Famiyeh, S				Amoatey, Charles Teye; Ameyaw, Yaa Asabea; Adaku, Ebenezer; Famiyeh, Samuel			Analysing delay causes and effects in Ghanaian state housing construction projects	INTERNATIONAL JOURNAL OF MANAGING PROJECTS IN BUSINESS																		Adaku, Ebenezer/0000-0001-6017-2056												1753-8378	1753-8386					2015	8	1			SI		198	214		10.1108/IJMPB-04-2014-0035								WOS:000355671400012						
J	Braimah, N				Braimah, Nuhu			Understanding Construction Delay Analysis and the Role of Preconstruction Programming	JOURNAL OF MANAGEMENT IN ENGINEERING																														0742-597X	1943-5479				SEP	2014	30	5							04014023	10.1061/(ASCE)ME.1943-5479.0000216								WOS:000346340600007						
J	Wang, WC; Lin, CL; Wang, SH; Liu, JJ; Lee, MT				Wang, Wei-Chih; Lin, Chia-Li; Wang, Shih-Hsu; Liu, Jang-Jeng; Lee, Ming-Tsung			APPLICATION OF IMPORTANCE-SATISFACTION ANALYSIS AND INFLUENCE-RELATIONS MAP TO EVALUATE DESIGN DELAY FACTORS	JOURNAL OF CIVIL ENGINEERING AND MANAGEMENT																	Lin, Chia Li/D-1704-2010	Lin, Chia Li/0000-0003-3757-1862												1392-3730	1822-3605				AUG	2014	20	4					497	510		10.3846/13923730.2013.801922								WOS:000338909400005						
J	Yang, JB; Huang, KM; Lee, CH; Chiu, CT				Yang, Jyh-Bin; Huang, Kuei-Mei; Lee, Chang-Hung; Chiu, Chui-Te			Incorporating lost productivity calculation into delay analysis for construction projects	KSCE JOURNAL OF CIVIL ENGINEERING																	Yang, Jyh-Bin/AAO-2806-2021													1226-7988	1976-3808				MAR	2014	18	2					380	388		10.1007/s12205-014-0128-8								WOS:000332152700003						
J	Gonzalez, P; Gonzalez, V; Molenaar, K; Orozco, F				Gonzalez, Pablo; Gonzalez, Vicente; Molenaar, Keith; Orozco, Francisco			Analysis of Causes of Delay and Time Performance in Construction Projects	JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT																	Orozco, Francisco/X-2139-2018	Orozco, Francisco/0000-0003-2409-1026; Gonzalez, Vicente/0000-0003-3408-3863												0733-9364	1943-7862				JAN 1	2014	140	1							04013027	10.1061/(ASCE)CO.1943-7862.0000721								WOS:000332416700010						
J	Golob, K; Bastic, M; Psunder, I				Golob, Ksenija; Bastic, Majda; Psunder, Igor			Influence of Project and Marketing Management on Delays, Penalties, and Project Quality in Slovene Organizations in the Construction Industry	JOURNAL OF MANAGEMENT IN ENGINEERING																														0742-597X	1943-5479				OCT 1	2013	29	4					495	502		10.1061/(ASCE)ME.1943-5479.0000146								WOS:000324467400020						
J	Kamanga, MJ; Steyn, WJV				Kamanga, M. J.; Steyn, W. J. von der M.			Causes of delay in road construction projects in Malawi	JOURNAL OF THE SOUTH AFRICAN INSTITUTION OF CIVIL ENGINEERING																	Steyn, Wynand/D-9365-2016	Steyn, Wynand/0000-0001-5893-3733												1021-2019					OCT	2013	55	3					79	85										WOS:000327411800009						
J	Akogbe, RKTM; Feng, X; Zhou, J				Akogbe, Romuald-Kokou T. M.; Feng, Xin; Zhou, Jing			Importance and ranking evaluation of delay factors for development construction projects in Benin	KSCE JOURNAL OF CIVIL ENGINEERING																														1226-7988	1976-3808				SEP	2013	17	6					1213	1222		10.1007/s12205-013-0446-2								WOS:000323435300003						
J	Enshassi, A; Kochendoerfer, B; Abed, K				Enshassi, Adnan; Kochendoerfer, Bernd; Abed, Karem			Trends in productivity improvement in construction projects in Palestine	REVISTA INGENIERIA DE CONSTRUCCION																														0716-2952	0718-5073				AUG	2013	28	2					173	206										WOS:000420992100005						
J	Yang, JB; Chu, MY; Huang, KM				Yang, Jyh-Bin; Chu, Mei-Yi; Huang, Kuei-Mei			An Empirical Study of Schedule Delay Causes Based on Taiwan's Litigation Cases	PROJECT MANAGEMENT JOURNAL																	Yang, Jyh-Bin/AAO-2806-2021													8756-9728	1938-9507				JUN	2013	44	3					21	31		10.1002/pmj.21337								WOS:000319679000007						
J	Irizarry, J; Karan, EP; Jalaei, F				Irizarry, Javier; Karan, Ebrahim P.; Jalaei, Farzad			Integrating BIM and GIS to improve the visual monitoring of construction supply chain management	AUTOMATION IN CONSTRUCTION																	Jalaee, Farzad/T-6581-2018; Irizarry, Javier/AAC-9460-2019	Jalaei, Farzad/0000-0002-3365-5818												0926-5805	1872-7891				MAY	2013	31						241	254		10.1016/j.autcon.2012.12.005								WOS:000315933100023						
J	Mahamid, I; Bruland, A; Dmaidi, N				Mahamid, Ibrahim; Bruland, Amund; Dmaidi, Nabil			Causes of Delay in Road Construction Projects	JOURNAL OF MANAGEMENT IN ENGINEERING																														0742-597X	1943-5479				JUL	2012	28	3					300	310		10.1061/(ASCE)ME.1943-5479.0000096								WOS:000313411200009						
J	Yang, JB; Kao, CK				Yang, Jyh-Bin; Kao, Chih-Kuei			Critical path effect based delay analysis method for construction projects	INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT																	Yang, Jyh-Bin/AAO-2806-2021													0263-7863	1873-4634				APR	2012	30	3					385	397		10.1016/j.ijproman.2011.06.003								WOS:000301325700011						
J	Kazaz, A; Ulubeyli, S; Tuncbilekli, NA				Kazaz, Aynur; Ulubeyli, Serdar; Tuncbilekli, Nihan Avcioglu			CAUSES OF DELAYS IN CONSTRUCTION PROJECTS IN TURKEY	JOURNAL OF CIVIL ENGINEERING AND MANAGEMENT																	KAZAZ, Aynur/B-9177-2016	KAZAZ, Aynur/0000-0001-7926-7178; Ulubeyli, Serdar/0000-0003-0871-7391												1392-3730	1822-3605					2012	18	3					426	435		10.3846/13923730.2012.698913								WOS:000305934200015						
J	Apipattanavis, S; Sabol, K; Molenaar, KR; Rajagopalan, B; Xi, YP; Blackard, B; Patil, S				Apipattanavis, Somkiat; Sabol, Kevin; Molenaar, Keith R.; Rajagopalan, Balaji; Xi, Yunping; Blackard, Ben; Patil, Shekhar			Integrated Framework for Quantifying and Predicting Weather-Related Highway Construction Delays	JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT																	BALAJI, RAJAGOPALAN/A-5383-2013; Rajagopalan, Balaji/A-5383-2013	BALAJI, RAJAGOPALAN/0000-0003-1433-7520; Rajagopalan, Balaji/0000-0002-6883-7240												0733-9364	1943-7862				NOV	2010	136	11					1160	1168		10.1061/(ASCE)CO.1943-7862.0000199								WOS:000283188900001						
J	Enshassi, A; Arain, F; Al-Raee, S				Enshassi, Adnan; Arain, Faisal; Al-Raee, Sadi			CAUSES OF VARIATION ORDERS IN CONSTRUCTION PROJECTS IN THE GAZA STRIP	JOURNAL OF CIVIL ENGINEERING AND MANAGEMENT																														1392-3730	1822-3605					2010	16	4					540	551		10.3846/jcem.2010.60								WOS:000285648200010						
J	Enshassi, A; Mohamed, S; Abushaban, S				Enshassi, Adnan; Mohamed, Sherif; Abushaban, Saleh			FACTORS AFFECTING THE PERFORMANCE OF CONSTRUCTION PROJECTS IN THE GAZA STRIP	JOURNAL OF CIVIL ENGINEERING AND MANAGEMENT																		Mohamed, Sherif/0000-0002-8967-6212												1392-3730	1822-3605				SEP	2009	15	3					269	280		10.3846/1392-3730.2009.15.269-280								WOS:000270249800005						
J	Kaliba, C; Muya, M; Mumba, K				Kaliba, Chabota; Muya, Mundia; Mumba, Kanyuka			Cost escalation and schedule delays in road construction projects in Zambia	INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT																														0263-7863	1873-4634				JUL	2009	27	5					522	531		10.1016/j.ijproman.2008.07.003								WOS:000266455900011						
J	Iyer, KC; Jha, KN				Iyer, K. C.; Jha, K. N.			Critical factors affecting schedule performance: Evidence from Indian construction projects	JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT																		Jha, Kumar Neeraj/0000-0002-1266-0132												0733-9364	1943-7862				AUG	2006	132	8					871	881		10.1061/(ASCE)0733-9364(2006)132:8(871)								WOS:000239180200009						
J	Abdul-Rahman, H; Berawi, MA; Berawi, AR; Mohamed, O; Othman, M; Yahya, IA				Abdul-Rahman, H; Berawi, MA; Berawi, AR; Mohamed, O; Othman, M; Yahya, IA			Delay mitigation in the Malaysian construction industry	JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT																	mohamed, othman/ABG-8994-2020; ABDUL RAHMAN, HAMZAH/B-8583-2010; YAHYA, IMRAN ARIFF/B-8656-2010; Berawi, Mohammed Ali/R-5707-2019	mohamed, othman/0000-0001-6277-0420; YAHYA, IMRAN ARIFF/0000-0003-1332-2706; Berawi, Mohammed Ali/0000-0002-4781-7494												0733-9364	1943-7862				FEB	2006	132	2					125	133		10.1061/(ASCE)0733-9364(2006)132:2(125)								WOS:000234864500004						
J	Flyvbjerg, B; Holm, MKS; Buhl, SL				Flyvbjerg, B; Holm, MKS; Buhl, SL			How common and how large are cost overruns in transport infrastructure projects?	TRANSPORT REVIEWS																														0144-1647	1464-5327				JAN-MAR	2003	23	1					71	88		10.1080/01441640309904								WOS:000180310000005						
J	Flyvbjerg, B; Holm, MS; Buhl, S				Flyvbjerg, B; Holm, MS; Buhl, S			Underestimating costs in public works projects - Error or lie?	JOURNAL OF THE AMERICAN PLANNING ASSOCIATION																														0194-4363					SUM	2002	68	3					279	295		10.1080/01944360208976273								WOS:000176318800004						
J	van Dorp, JR; Duffey, MR				van Dorp, JR; Duffey, MR			Statistical dependence in risk analysis for project networks using Monte Carlo methods	INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS																		van Dorp, Johan/0000-0001-8582-7821												0925-5273					JAN 5	1999	58	1					17	29		10.1016/S0925-5273(98)00081-4								WOS:000078009800002						
J	SEMPLE, C; HARTMAN, FT; JERGEAS, G				SEMPLE, C; HARTMAN, FT; JERGEAS, G			CONSTRUCTION CLAIMS AND DISPUTES - CAUSES AND COST/TIME OVERRUNS	JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT-ASCE																														0733-9364					DEC	1994	120	4					785	795		10.1061/(ASCE)0733-9364(1994)120:4(785)								WOS:A1994PT84700007						
